o1,o2,o3,o4,o5
12.163888552507178,18.3896690591707,18.55407852128763,16.450887675317933,18.065085626855378
20.209410758439667,27.005947232570417,27.893166291084015,23.674526276717682,22.42383823166286
27.65961909369478,31.832746030455024,33.17019407341585,35.333638430557734,35.96611389522682
33.33285369079925,36.96400166892093,37.69835513102426,40.15189726397109,40.161382347800206
18.442932342645218,23.966120672505966,25.17101027589776,21.161032253677277,20.207927763012076
35.84479009358852,36.9162030228044,36.86968484543365,37.793573983503464,38.788558393001054
24.25842944980035,29.310287210023667,29.643720097973464,29.227579978686254,30.54090078332616
23.41735604558217,28.016022016791887,29.325509511510916,23.214279812742777,23.835546052770056
15.655471492393245,20.871946222004944,20.52943819479971,20.78179804963997,21.96137981808955
27.075848074471164,31.10587966272965,31.866738854911464,28.673059141810125,30.688010640363686
12.658516778434532,17.35905294302327,17.756345321166147,18.07359309378054,19.82216383950568
